arguments: 27 8 1 0.0793201 -0.760623 0.0184136 -0.141643
loading features...

Initializing gridworld of size 28 by 22..
    Num states: 616
    Num actions: 8
recovered reward
-0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.10, -0.14, -0.14, -0.10, -0.14, -0.14, -0.14, -0.10, -0.14, -0.14, -0.14, -0.10, -0.14, -0.14, -0.09, -0.14, -0.09, -0.14, -0.14, -0.09, -0.14, -0.14, 
R  R  ^  ^  ^  L  ^  L  L  ^  L  L  L  r  >  r  v  v  >  v  <  v  l  l  l  l  l  l  
R  ^  ^  R  R  ^  L  ^  ^  L  ^  L  r  r  r  r  r  v  v  r  r  v  l  l  l  l  l  l  
^  >  ^  <  ^  >  L  <  L  ^  L  r  >  r  r  >  r  r  r  r  v  l  l  l  l  <  <  <  
>  R  ^  L  >  R  ^  L  <  L  r  >  r  r  r  v  >  r  r  v  l  l  l  l  <  L  <  L  
R  ^  L  ^  R  ^  R  ^  L  r  >  r  r  r  r  r  v  >  >  <  <  <  l  l  l  l  L  L  
^  ^  L  R  R  ^  ^  L  ^  >  r  >  r  r  r  >  >  R  R  ^  L  <  <  <  <  <  <  L  
^  L  >  R  <  R  ^  ^  >  r  >  r  >  r  >  R  ^  L  ^  R  ^  L  L  L  <  L  L  <  
^  >  R  ^  L  <  R  r  r  r  r  >  r  >  R  ^  ^  R  ^  L  ^  ^  L  L  L  <  L  L  
>  R  ^  L  L  L  r  >  r  r  >  R  >  R  R  ^  R  ^  >  L  <  R  ^  L  L  <  l  L  
R  R  ^  L  R  ^  >  R  r  >  R  >  R  R  R  R  ^  >  R  ^  L  <  R  ^  L  L  <  <  
R  R  ^  R  ^  >  R  >  >  R  >  R  R  R  R  ^  >  R  R  ^  L  L  L  L  ^  L  L  L  
Correct actions (%) : 13.22
Avg angular diffs   : 86.65
